item_name	category	tags	id
Stauder 0,2l	Biere vom Fass	{'beer'}	102114
Meshka #1 + Sesame + NO ADD-ON + For Here + 20	BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number	set()	1292661
Bondiolita + Süsskartoffeln + Little Sem #1	Burger/Sandwiches Menu + Abfrage Pommes + Abfrage Sauce	set()	210902
Sup frites cheddar bacon oignons	Burger	set()	1257654
C Gruppe Samen	Samen / Saatgut	set()	546260
Hakis Beefburger Menü + Extra Cheddarkäse + Steakhouse Pommes + Joppie + Fanta Exotic *	Burger Menü + Abfrage Burger + Abfrage Süßkartoffel + Saucen + Kaltgetränke*	{'carbonated_softdrink'}	1401082
Tapas + Vitello + Kartoffeln	Speisen + ZF Tapas_ + ZF Tapas_	set()	520290
Mozzarella Sticks (6 Stk) + BBQ-Sauce	Fingerfood + AF Beilagen / Dips für Burger	set()	1836553
Cheese Burger + Ohne Zwiebeln	Burger + Zwangsabfrage Burger/Vegetarian	set()	854958
Joghurt dip	Soucen	set()	969604
Cocktails ohne Alkohol + Virgin Colada	Bar + Cocktails ohne Alkohol	{'spirits'}	135550
Menu bruschetta	Menu	set()	662155
0,2  Blanc de Noir	Weißwein	{'wine'}	1502048
Gin Makava 0,35	Drinks	{'spirits'}	900768
Maracujasaft 0,25l	Säfte & Schorlen	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	474192
TrockenschnittK	Kinder	set()	406314
Pulpo *	Vorspeisen	set()	405811
Portion Spinat	Beilagen	set()	565212
17 Cary	Bowls	set()	1115402
Double Smoky + Pommes Menü + Special Sauce + Mirinda 0,3L	DOUBLE BURGER + Menü + Saucen + AFG	{'carbonated_softdrink'}	1542950
Weizen Alkoholfrei 0,5 Flasche	Alkoholfreie Getränke	{'beer'}	1083750
1 € + Cuba Libre	Würfel + Limes & Fruits	{'spirits'}	980032
Caipi	Longdrinks	{'spirits'}	908157
Selters still 0.25	Softdrinks	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1104822
Lammfilet + well done + 200g	Steaks + Abfrage Gargrad + Abfrage Lammfilet	set()	1462183
Cuba 250 g	Kaffee	set()	1002212
Almkräuter	Tee	{'hot_drinks'}	2024065
Augenbrauen färben	Augenpflege	{'beauty_products', 'beauty_venues'}	1981472
2 Kugeln + Quitten + Zwetschge + mit Rahm	Gelati/Sorbetti + AF Gelati/Sorbetti + AF Gelati/Sorbetti + AF Gelati Zusatz	set()	45236
Metaxa 4cl	Spirituosen 4cl	{'spirits'}	1908248
Pancakes + Pflaumenkompott*	süße Speisen + Abfrage Pancakes	set()	1266288
Nature Petit + Mangue* + Gelée coco + - Sans -	Bubble Tea + Goût Nature + Topping + Supplément Toping	{'other_non_alcoholic_drinks'}	58826
Quattro Stagioni + mit Gorgonzola	Pizze-Pizza + AF Zutaten	set()	1860062
Beerdigung Familie Weiß	Mittagsmenü	set()	1451377
Möhl Apfelwein non alc.	Biere	{'misc_fermented_beverage'}	1800229
Gänsebrust geschmort + Medium	Hauptgerichte + Abfrage Gargrad	set()	1337741
Chicken Döner + Wrap + Hummus + ohne Tomaten	Main + AF Brot + AF Sauce + AF Extras	set()	1329671
Pizza Prosciutto Funghi + Zwiebeln	Pizza + Zusatzartikel	set()	1995487
Fitness Frühstück + mit Früchtejoghurt	Frühstück + AF Fitnessfrühstück	set()	619450
Rotkäppchen 0,2 l	Schaum weine	{'wine'}	1615550
Süßer Start + mit Müslibrötchen + mit Weizenbrötchen  #1 + Rührei mit Bacon* + mit Butter + mit Honig + French press AF	Frühstück komplett + Abfrage Süßer Start + Abfrage Süßer Start + Abfrage Frühstück 2 + Abfrage Süßer Start + Abfrage Süßer Start + Abfrage Heißgetränke	{'beer'}	622178
Nuggets pro Stk.	Pouletschniztel/Nuggets	set()	129777
Diabolo Cerise	DESTINATION SUCRÉE	set()	2049657
5er + Weiße Schokolade + Spezialfüllung + S Ruby Schokolade + S Karamellsoße + ->  Bunte Streusel + ->  Kokosraspel + ->  Haselnusskrokant + F Heidelbeeren	Start + Abfrage Füllung + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Frucht	set()	785294
Jungfuchs mit Fritten + Ohne Sauce + Briochebun + Mit Hausfritten	JUNGFUCHS + Optional Burger + ZWA alle Burger + ZWA Fritten	set()	1657372
Weißbier alk.frei	Bier aus der Flasche	{'beer'}	653045
Malteserkreuz 4cl	Spirituosen	{'spirits'}	1349961
Dessert	De Fischjung warme Speisen	set()	362959
120 Pizzabrot 26 cm	Pizza 26 cm	set()	30830
Sardellen	Pizza	set()	1850388
Mezzo–mix	Alkoholfrei	{'carbonated_softdrink'}	1402034
Teres Major 400g + Salat	Steak + Opt AF alle Steaks, Burger,Chickenw.	set()	183423
SalomonKing	SalomonKing	set()	1411979
Sardelle* + 28cm* #10 + --- + ---*	Pizza + Pizza Abfrage + Extrabeilagen + Extrabeilagen	set()	968214
Montepulciano 0,75l	Flachenweine Rot	{'wine'}	1635165
Werkstück Weimar + Cabernet, blanc 2020	Vinothek + Abfrage Vinothek	{'wine'}	259881
16) Calzone	Pizza	set()	1657643
Combo Medium Panini + Avocado Panini + Acai Base + Be Kiwi + Café Latte 300ml	Perfect Combos + Paninis & Bread + Smoothie Bowls + Toppings + Kaffee & Tee	{'hot_drinks', 'other_non_alcoholic_drinks'}	807706
2 Scheiben glutfr. Brot	Backwaren	set()	43944
12 Brokolow + Süßkartoffel Pommes* + Kein Extra + Sour Creme + Trüffel Mayonnaise*	Burger + Beilagen + AF Burger Extras + Abfrage Burger Sauce gratis + Abfrage Burger Sauce	set()	1212488
Rehgulasch + mit Caipi-Lachs + mit Dessert	Weihnachten + Abfrage Weihnachten + Abfrage Weihnachten	set()	516262
Wurstbrot	Brote und mehr ...	set()	205710
Pogs Burger + =+ Pommes	Burger + AF Bruger	set()	966716
Jägermeister 4cl	Specials 4cl	{'spirits'}	972505
Schweppes Bitter Lemon 0,2l	Kalte Getränke	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	379205
Côtes du Rhône	Ausland Rot	{'wine'}	917593
6 Kugel	Unser Gelato & Co	set()	441298
Wildschwein	Grill	set()	1334028
Haloumi & Tomate Burger* + VOLLKORN BUN + extra KÄSE + Pommes Frites* + Mayo	BURGER + Abfrage Burger Brot + Abfrage Burgerbeilagen + Abfrage Burgerbeilagen + Abfrage Burgerbeilagen	set()	379373
Pizza The Devil‘s Avocado	Pizza	set()	671312
5er + ToGo mit Tüte + Weiße Schokolade + MI Vollmilch Schoko + MI Weiße Schokolade + TI Lotus Kekse + TI Haselnusskrokant + TI Pistazien + FI Ohne	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte	set()	1710609
Brasilien Fazenda Santana 250g + Espressomahlung	Kaffee 250g + AF Kaffeesorten	set()	1394029
Wonder Waffel + Nutella + Keine Früchte + Keine Toppings + Maxi King + Kinderriegel + Milchschnitte eis*	WonderWaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF Specials + AF 2 Eis	set()	1552820
Hot Gin + VYTAL	Hot Drinks + Speisen divers / VYTAL	set()	1793256
Großes Frühstück + Gr. F. Pfirsich	Frühstück + Abfrage Gr. F.Getränke	set()	1258232
Latte m.versch.So + Vanille*	Kaffee/Tee + Abfrage Kaffee	{'hot_drinks'}	2033158
Tacos + Puebla al Pastor	Essen Abends + Abfrage Tacos	set()	1885536
Pouletknusp. Tartarsauce	Für den kleinen Hunger	set()	522522
Belgian Waffle + Nutella + Erdbeer + Banane + Bunte Streussel + Toffifee + , + .	Waffeln + AF Soßen + AF Früchte + AF Früchte + AF Streussel + AF Specials + AF Eiscreme/ Frische Sahne + AF Informationen_	set()	678567
200g Rinderfilet + medium + Kräuterbutter' + Gemüse' + Ofenkartoffel + Ende	Hauptgänge + AF Gargrad + Beilagen + Beilagen + Beilagen + AF Dressing	set()	1299717
Traube	Kalte Getränke	set()	1613633
Solero + vegan	Coladas + Optionen Zusätze	set()	1021727
Beyond Menü + Brioche + Irish Cheddar* + Coleslaw* + Grimbergen Blonde	Burger Menü_ + AF Buns + AF Toppings + AF Beilagen_ + Getränke im Menü	{'beer'}	1284542
Bacon Cheese Burger MENU + *Regular Fries* + Ohne Tomaten + Ohne Sauce + Hier essen	Burger + Menu Fries + A_Zutaten + Saucen + Sonstiges	set()	7925
Vacqueras 37,5 cl	Boissons Alcool	set()	1868973
Campari Spritzer	Variazioni di Spritz	{'spirits', 'sparkling_wine'}	780544
Steak Tatar	Vorneweg und zwischendurch	set()	1253317
Golden Irish Tomahawk + Well done	Golden Food + AF Garstufe	set()	205866
Große Portion + Basmati Reis + Ohne Zusatz. + Ohne Zusatz, + Ohne Sauce + Bratkäse	Le Monde DIY + Basis + Gemüse + Toppings + Saucen + Zusätze	set()	8651
Penne al Gorgonzola	PASTA	set()	337447
H-Matcha Latte + -. + 35 Sugar + Oat	Latte + Topping Hot + Sugar + Milk	{'hot_drinks', 'other_non_alcoholic_drinks'}	1340835
63 Riz Cantonais Poulet	Bœuf Poulet Porc	set()	1149341
K.Pizza Salami	Pizza klein	set()	1131724
Pils Groß (Cola, Sprite) 0,5l	Bier vom Fass	{'carbonated_softdrink', 'beer'}	453591
Maultaschen geschmelzt	Hauptgerichte	set()	1082258
Waffel Natur + Apfelmuss + Kirschen + Banane + Keine Streusel + Schokosoße + Keine Extras	Waffeln + Zwangsabfrage Aufstrich + 2x Zwangsabfrage Obst + 2x Zwangsabfrage Obst + Zwangsabfrage Streusel + Toppings + Optional Abfrage Extras	set()	408207
Beef must. 100g* Menü + Kein Extra + Curly Fries #1 + Mayonaise. + Eistee  zi. + Kein Pfand + --------	Beef Mustard* Menü + AF Extras + Beilagen* + Dips* + AFG* + Pfand eingenommen + Milkshakes 0,3*	{'other_non_alcoholic_drinks'}	631509
Großer Schwarzer	Österreichische Spezialitäten	set()	525991
König Pilsener 0.25l	Biere vom Fass	{'beer'}	10378
Assiette VG	Formule	set()	1520188
Französisches + Wu Lu*	Frühstück + AF KAFFEE-BRUNCH-SORTE	{'hot_drinks'}	922781
Heineken 0,4	Getränke	{'beer'}	1887158
Chsb. singel 150g- Menü + ——> + Pom Frit. + Mayonaise. + Shake + Kein Pfand + Erdbeer-Shake 0,3 *	Cheeseburger* Menü + Extras + Beilagen* + Dips* + AFG* + 0,15€ Pfand kassiert + Milkshakes 0,3*	{'other_non_alcoholic_drinks'}	349700
Syrah Sampietrana	Italien Diverse	{'wine'}	162910
Pott Kaffee	Heiß- getränke	{'hot_drinks'}	953492
Tasse Kaffee Crema	Kaffees & Schokolade	{'hot_drinks'}	390773
Classic + ---- + - Sauce + + Curly Fries + + Cheddar	Burgers + AF Burgers + AF Burgers + AF Burgers + AF Burgers	set()	1788795
5er + ToGo mit Tüte + Lookma Spezial + MI Weiße Schokolade + TI Haselnusskrokant + FI Bananen	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Topping + Abfrage Früchte	set()	444290
Zecplus Protein Wonderwaffel + Weiße Schokolade. + Erdbeer* + Weiße Raspel + Reeses Kekse + Toffee Eis	WonderWaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF 2 Eis	set()	1174133
Kaffee-inkl.-Pfand	Getränke	{'hot_drinks'}	54364
76. Medallion überb. + Mit Reis	Überbackene Gerichte + Abfragen Essen	set()	386798
Alkoholfreier Sekt 0,1l	Wein / Sekt offen	{'sparkling_wine'}	725565
Klassiker + ohne Extras + ! Extra Butterkäse + ! Extra Rindfleisch	Burger + AF Klassiker + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet	set()	850891
Nature Petit + Goyave + Citron1 + - Sans -	Bubble Tea + Goût Nature + Topping + Supplément Toping	{'other_non_alcoholic_drinks'}	716599
Meshka #3 + Dill CC + Everything + NO ADD-ON + Takeaway + 7	BAGEL MENU + FANCY CC + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number	set()	765247
Divers. Waffeln süss	Waffeln süss	set()	1956269
Parliament	Sovietische Wässerchen	{'spirits'}	1594283
Bacon Cheeseburger + ..* + Keine Extras + POMMES* + Aioli* + Bionade Holunder 0,33l*	Burger + Änderung Standard Burger + Extras + Beilagen Menü + Saucen/Dressing Menü + Softdrinks Menü	{'carbonated_softdrink'}	1574842
Rumpsteak Champigons	Spezialitäten des Hauses	set()	840605
Zurück zu den Quellen 0,75	Alkoholfreie Getränke	set()	1249477
Frucade Zitrone	Alkoholfrei	set()	1998359
Gnocci Auflauf	Haupt gericht	set()	1677436
Partyservice	Party-Service	set()	847112
Tremaille 5dl	WEISSWEIN OFFEN	{'wine'}	206852
Freiberger Schwarz 0,5l	Biere	{'beer'}	1941704
Weißwein 0.2l + Lugana Cà Maiol 2020 0.2l	Weißweine + Abfrage Weißwein 0.2l	{'wine'}	1856684
San Diego + Beef + Add Guac	Burritos + Order Flows no charge + Order Flows extra charge	set()	651836
Peanut Power	Waffeln	set()	157316
Aufnäher	Papeterie	set()	364288
Gin Divers * + Schweppes Tonic	Gin diverse PERSO + Alkoholfrei	{'carbonated_softdrink', 'spirits', 'other_non_alcoholic_drinks'}	343746
Der Zinngießer + HEFE + Rind* + MEDIUM + KEIN EXTRA + Sweet. + Ketchup	Burger + Brötchen + Extras + Garstufe + Extras + Extras Burger + Extras	set()	867711
Steamed rice	Le Cuisine Bar	set()	15966
2 Salami (Normal) + 22 Mais 1€ + 7 Paprika 1€	"Pizza ""Normal"" + AF Extra ""Normal"" 1€ + AF Extra ""Normal"" 1€"	set()	1512521
8er + ToGo mit Tüte + Lookma Spezial + MI Raffaelo + TI M&Ms + FI Ohne	Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It	set()	9689
Pflaumenwein 0,2	Rosé Wein	{'wine'}	1408670
5er + ToGo ohne Tüte + Bueno Lookma Special + MI Vollmilch Schoko + TI Cini Minis + TI Kokosraspel + FI Heidelbeeren	Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Fruit It	{'other_non_alcoholic_drinks'}	809714
Mediteran*	Flammk. bezahlt	set()	1591055
BMW M-Power + Normal + (Dip) Ketchup Portion + (Dip) Mayonnaise Portion	Burger Menü + Optionalabfrage Burger Menu + Dips Saucen + Dips Saucen	set()	1376382
Fritz 0,33l	Theke	{'other_non_alcoholic_drinks'}	256752
Bahnhöfle Burger + Pommes statt Wedges + Well Done	Mittagskarte + AF Umbestellung + AF Gargrad	set()	1312878
Mai Tai.	Cocktails HappyHour	{'spirits'}	73293
Nature Petit + Mangue* + Gelée coco + - Sans -	Bubble Tea + Goût Nature + Topping + Supplément Toping	{'other_non_alcoholic_drinks'}	420909
Crispy Chicken Menü + Ciabatta + Keine Auswahl + Classic Fries* + Cola Zero 0.33l*	Burger Menü_ + AF Buns + AF Toppings + AF Beilagen_ + Getränke im Menü	{'carbonated_softdrink'}	863626
Curry  süßpommes + Sauce hausgemacht + Limetteningwerdip	KEINE Kleinigkeiten + Speisen diverse + Speisen diverse	set()	575711
Veggie-Burger mit Süßkartoffeln	Burger	set()	640367
VANILLEEIS MIT HEISS + MIT HEISSER SCHOKOLSAUCE	DESSERT + AF VANILLEEIS	set()	902044
Entrecote 300g + Medium + Potatoes + Grünebohnen + Grüne Pfeffersauce	Steaks + Abfrage Gargrad + Beilagen & Saucen + Beilagen & Saucen + Beilagen & Saucen	set()	474487
Hähnchen Burger + Käse + Bacon + mit Kartoffelecken + Burger Sauerrahm	Burger + AF Soßen Dips + AF Soßen Dips + AF Beilagen + AF Burger	set()	362819
Schoko m. Sahne	Schokolade	set()	620214
Birne	Obst / Gemüse	set()	177856
8er + ToGo ohne Tüte + Vollmilch Schoko + MI Vollmilch Schoko + TI Brownie + TI Lotus Kekse + TI Haselnusskrokant + FI Erdbeeren	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte	{'other_non_alcoholic_drinks'}	337368
Campari Amalfi	Drinks-Cocktails	{'spirits'}	745720
Cheese Lunch + American Brioche + Süßkartoffel + Glühwein rot/weis ohne	Burger Lunch Menü + AF Brötchen + Abfrage Extras Beef Burger John + Abfrage Getränk alle Menüs John	set()	1438871
Bourbon Old Fashioned - 6 WiTu81, 1,5 Zu, 4ds OraBit, 4ds AroBit, OZest, ZZest, ST, Tumb, Kug, ZZest, OZest in	Whisky Cocktails	{'beauty_venues', 'spirits'}	1474677
Chantre	Schnäpse 2 cl	{'spirits'}	57461
Frizzantino 0,2	Weißweine	{'wine'}	1893107
Portion Kartoffeln	Beilagen	set()	1723712
Tsiporo 50ml	Getränke	{'spirits'}	877188
91.Nachos con queso + -> Kein Salsa Dip, mit Guacamole + . .	90. - 93. Nachos + AF Tapas & Nachos + AF Tapas & Nachos	set()	55630
Schnitzelteller + Bratkartoffeln	Schnitzel + AF Beilagen	set()	1562517
Cheeseburger REGIO + Rustikal + normal, + Spiegelei Special.	Burger + AF Brötchen + AF  Größe + AF  Extras	set()	975178
Jambalaya	Burger's Bar Spezialitäten	set()	634747
Klassiker + Süßkartoffelpommes* + Sour Cream	Burger + AF Burger_ + AF Burger_	set()	383098
Cheeseburger * + 4Bro + Beilage Curly Fries	Burger Menü + Alkoholfrei + AF Beilage Menü	set()	981523
Pâte nature bimbo	Plats chauds	set()	564573
Giros + Röstkartoffeln + Ohne Zwiebel	Gyros & Grillteller 35-48 + Beilagen & Option + Beilagen & Option	set()	1747600
Chicken Poké + White Rice + OHNE Mais + Mit allem + Spicy Mayo + MITNEHMEN	Poké + Reisauswahl + Zutaten + Zutaten + Saucen + Art	set()	765016
Primitivo di Manduria	Flaschenwein rot	{'wine'}	1886511
Expure Orginal	Kusmi Te	set()	1575374
Glas Honig 250g	Krebber Honig	set()	304027
Krabben Brötchen	Fischbrötchen	set()	356528
Soja / decaf + Keine Auswahl	Heissgetränke + Abfrage Milch	{'hot_drinks', 'other_non_alcoholic_drinks'}	473239
9.NUU-BURGER + BEEF	SPACE BURGER + zwa spaceburger	set()	137034
3 Missionen Feuerwehr, RK, THW	Schulklasse/Vereine	set()	252263
Snips Chips,Bom–Bär	Tabak	set()	959770
Fä, Sn, Fö, Kurz (Damen)	Dienstleistungen	set()	953578
Riesling Frühlingsplätzchen	Weißwein Deutschland 0,75	{'wine'}	701165
Prime P2+ | 0,5h	Soccer, Funsport, ... | Inkasso	set()	733506
3. Greek Wrap	WRAPS klein	set()	1999343
Caipiroska	CLASSIC COCKTAILS	{'spirits'}	214043
El Salvador San Jorge 500g + Filtermahlung	Kaffee 500g + AF Kaffeesorten	set()	1544326
Tee + Chai Chai	Heisse Getränke + AF Tee	{'hot_drinks'}	1775456
Französisches Frühstück + Filter Kaffee Medium + mit Brötchen	Frühstück + AF Getränke Früstück + abfrage Franzözisches frühstück	{'hot_drinks'}	580909
Chicken Poké + White Rice + OHNE Rotkohl + Mit allem + Avocado-Kokos + HIER ESSEN	Poké + Reisauswahl + Zutaten + Zutaten + Saucen + Art	set()	853845
Mini Granola + Vanillejoghurt	Frühstück + Extras Frühstück	set()	878752
Rhabarberschorle 0,3	Kaltgetränke	{'carbonated_softdrink', 'beauty_venues'}	2047165
Standart Waffel + Nutella + Ohne Soße + Erdbeer + Blaubeer + Ohne Frucht 1 + Kinder Bueno + Ohne Special + Bunte Streusel + Ohne Topping + Ohne Eis	Waffeln + Extra Soße + Extra Soße + Extra Frucht + Extra Frucht + Extra Frucht + Extra Special + Extra Special + Extra Topping + Extra Topping + Extra Eis	set()	981174
Vollbier Pilsner	Biere	{'beer'}	1345084
KNOCK OUT*	GS KRÄFTIGES FÜR SEEMÄNNER	set()	607347
Gin Tonic + Tanqueray No. Ten 4cl + BB Tonic + Ohne Zutat	Longdrinks + Gin + alkoholfreie Getränke + AF Zutaten Gin	{'carbonated_softdrink', 'spirits'}	1058340
Hierbas Cabrabock 0,7	Hierbas Palo	{'spirits'}	48627
Essiggemüse	Küche	set()	31744
Erstelle Crêpes Süß + Nutellla + Kinder-Bueno White + Ohne ss + Ohne flocken + Erdbeeree + Ohne, + Auf Hand gerollt	Erstelle deine Crêpes: + Zwangsabfrage erstelle Süß 1 + Zwangsabfrage erstelle Süß 2 + Zwangsabfrage erstelle Süß 3 + Zwangsabfrage erstelle Süß 4 + Zwangsabfrage erstelle Süß 5 + Zwangsabfrage erstelle Süß 6 + Zwangsabfrage Einpacken	set()	1436724
54 Zartes Huhn Curry + mit ***Pommes***	Huhn - Zart 53-56 + AF Beilagen	set()	1581952
Add Ginger Ale Schweppes	Gin	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1203313
Lasagne	Tagesessen	set()	1834525
Chooros Classic	Choose It	set()	495526
Vegan Pure	Brunch	set()	1455831
Guggenbichler Hollunderbeere 2cl	Digestif	set()	727629
Wirts Saft Choice 5 Glas	Weinbegleitung	set()	640594
Montepulciano + 1 L,	Vini rossi - Rotweine + Zwangsabfrage Rotwein 1	{'wine'}	1544038
78)Gelbe Curry Lachs	Asia	set()	1390498
Abricotine 2cl	Eaux-de-Vie	{'other_non_alcoholic_drinks'}	371561
Von oben nach unten	Aktuelle Speisekarte	set()	901383
Flammkuchen Lachs & Lauch + Pfand 2€ (Glas/Tasse) + 17	Flammkuchen + Pfand + Abfrage Pager	set()	1328050
16. Krupuk	Vorspeisen	set()	485345
Gewürztram. 0,25l	Weißwein	{'wine'}	1601923
Jägermeister 4cl	Kräuter Likör	{'spirits'}	98250
Kornhausbräu div.	Biere	{'beer'}	887596
Pernand Vangelesses	Wein Rot	{'wine'}	668745
Herz Waffle + Nutella + Mix + Haribo + — + , + .	Waffeln + AF Soßen + AF Früchte + AF Streussel + AF Specials + AF Eis / Sahne + AF Informationen	set()	138790
Barbera La cassaccia	Wein Flaschen	{'wine'}	262113
Milchreis	Unsere kleinen Gäste	set()	1875596
Tranchen vom Wildwasserlachs a	Vorspeisen	set()	1522569
Duo merlu encornets	Poissons	set()	1792872
Nutella	Aufstrich	set()	1436904
Faschierte Laibchen	Spezialkarte	set()	1224564
Fondant choco	Lieferando Menü	set()	1412252
F 56	Familienpizza	set()	726530
Skywater Tonic	Spirituosen	{'carbonated_softdrink', 'spirits'}	200492
Muscadet le verre	Les vins blancs	{'wine'}	338377
Muscadet le verre	Les vins blancs	{'wine'}	95000
Fanta 0.3l	Getränke a la carte	{'carbonated_softdrink'}	542579
Tannenzäpfle Alkoholfrei 0,3 L	Biere	{'beer'}	1791133
Wrap Makali + Salat alles* #1 + Sesam + Chili–Mayo + Inhouse	Wrap + AF Wrap_ + AF Sauce + AF Sauce + AF Inhouse/Mitnahme	set()	1984329
2 SCHEIBEN + Kichererbsen-Creme	FOOD + Abfrage Aufstriche	set()	312248
Hendricks ++ Fever Tree 14.50	GETRÄNKEKARTE	{'spirits', 'other_non_alcoholic_drinks'}	651982
Lew Dog + Coleslaw + Pommes + -Remoulade	Hot Dogs + Extras & Toppings + Abfrage Hot Dogs + Abfrage Pommes	set()	706863
Afrikanisches Chakalaka	StaySpiced Gewürze	set()	2000445
GINTO TERIYAKI RIBS + SIDE Fritjes + Dutch Spezial S.	DELI DINNER + DELI DINNER + Sides	set()	1903097
HW-Sauvignon Blc. 0,2l	Alkoholische Getränke	{'wine'}	2015638
Côtes du Rhône	Ausland Rot	{'wine'}	1124425
Tonkawaffel Angebot 1 Kugel + Schokolade Eis + mit Puderzucker + mit Schoko-Sauce + zum Mitnehmen	TONKA-WAFFELN + AF-EISSORTEN TONKA + AF-TONKA + AF-TONKA + AF-BESTECK	set()	1462662
+ laktosefrei	Kaffee / Warmgetränke	{'hot_drinks'}	1008921
Heiße Schokolade Schlag	Heiß-Getränke	{'hot_drinks'}	990530
Nacho Burger Menü + Curly Fries Menü + FB-Spezial + Peach Eistee	Menü + Beilagen + Saucen + Getränke	{'other_non_alcoholic_drinks'}	1869633
Cheeseburger 200g + Medium + Pommes klein + Aioli + Ketchup	Burger + AF Gargrad + Sides + Sauce + Sauce	set()	1348030
Mediterran Salsiccia Topf *	Suppe/Eintopf halbe Portion	set()	1210633
Croissant	süße Speisen	set()	846864
Divers Kerzen FB	Floristikbedarf	set()	1805127
8er + ToGo mit Tüte + Haselnusscreme + MI Vollmilch Schoko + MI Weiße Schokolade + TI Oreo + TI Pistazien + TI Haselnusskrokant + FI Erdbeeren	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte	set()	1034885
Der Zinngießer + HEFE + Rind* + MEDIUM + KEIN EXTRA + Sweet. + Ketchup	Burger + Brötchen + Extras + Garstufe + Extras + Extras Burger + Extras	set()	121135
Extra Shot (+0,60) *	HOT DRINKS VEGAN	set()	635469
Kleiner Deluxe + Keine Sauce + Cookie Crumble + Oreo	Becher + Abfrage Toppings vorgefertigte Becher + Abfrage Toppings + Abfrage Toppings	set()	24725
Cordon Bleu * + Bratkartoffel * + Mit Salat *	Schlemmerblock + AF Beilage**schlemmerblock + AF Salat**schlemmerblock	set()	193198
Alk. Frei + Meckatzer Bier Alk.  frei 0,33l	Biere + Biere	{'beer'}	375796
Divers. Speise	Extras	set()	1929799
Apfelkirschschorle 0.4	Wasser / Säfte	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	48009
Menü 2	Warme Gerichte	set()	1499136
Wildgoulasch/Spätzle	Wildspezialitäten	set()	581694
Jägerpfännchen	Hauptgerichte	set()	837168
BURRITO + Chorizo + Chipotle	Burritos + FÜLLUNGEN + EXTRAS	set()	1065800
M Aufstrich ++ Kuchen ++ Topping + Normal + Nutella + Cookies Lemon* + Marshmallows + Brownie*	Muffle + Vegan / Normal + AF A\F + AF Topping + AF Topping + AF Extra Kuchen	set()	1611958
HG Rumpsteak + Medium + 4 Wirsing mit Speck + 2 Bratkartoffeln	Fleischgerichte + AF Garstufe + AF Beilagen_ + AF Beilagen_	set()	1135814
ZMN Mezzanotte Morella FL	Apulien	set()	1992608
Pizza Pugliese + Kl	Pizza + Zwangsabfrage Pizza	set()	663488
Grey Goose ++ Red Bull 0,3l	Longdrinks und Cocktails	{'carbonated_softdrink', 'spirits'}	750568
Schweinelende	Haupt gerichte	set()	839016
Gans,Rotkohl,Bratapfel + Bratkartoffeln + Ohne Salat	Saisonale Gerichte + Zwangsabfrage + Zwangsabfrage	set()	438269
Thomas Henry + Ultimate Grapefruit	AFG + AF Thomas Henry_	{'other_non_alcoholic_drinks'}	1671409
Hoffrühstück Drum & Dran	Frühstück	set()	1691935
Sup. Sirop + Cassis	Boissons sans Alcool + Sirop	set()	542983
Weißwein	Bier und Wein	{'beer', 'wine'}	198537
Waffelkörbchen	Eis	set()	1004829
Swimmingpool	Vodka Cocktails	{'spirits'}	631865
Großes Frühstück + Gr. F. Pfirsich	Frühstück + Abfrage Gr. F.Getränke	set()	1321024
7..Pinsa + Salsiccia*	Pinsa + AF Zutaten	set()	1042300
Streusel	Torten	set()	1462052
Sprite 0,2	Getränke 0,2	{'carbonated_softdrink'}	224141
Schwarzwälder Vesperspeck	Winterhalter	set()	1146998
Spezi 0,3 L	Cola	{'carbonated_softdrink'}	1791738
Kl. Portion Sahne	Heißgetränke	{'hot_drinks'}	555004
Vio Schorle + Apfel	AFG Restaurant + AFVio	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	912906
Latte macchiato Klein Hafer	Kaffee & Schoko	{'hot_drinks'}	1101511
